Pharmanummer;Handelsname;Mengenangabe;Mengenart
2439438;FLUCONAZOL RTP KPS 200MG;7;ST
2439467;FELODIPIN HEX RET FTBL  5MG;30;ST
2439510;BEZAFIBRAT GEN RET FTBL 400;30;ST
2439616;AXURA FTBL 10MG;28;ST
2439740;TESTOGEL GEL 50MG 5G BTL;30;ST
2439823;GONAL F 1050IE/1,75ML;1;ST
2439875;DOXAPRESS TBL 4MG;28;ST
2439906;NAVELBINE KPS 20MG     BP2X1;2;ST
2439912;NAVELBINE KPS 20MG     BP3X1;3;ST
2439929;NAVELBINE KPS 20MG     BP4X1;4;ST
2439935;NAVELBINE KPS 30MG     BP2X1;2;ST
2439941;NAVELBINE KPS 30MG     BP3X1;3;ST
2439958;NAVELBINE KPS 30MG     BP4X1;4;ST
2439993;LISINOPRIL GEN TBL  5MG;30;ST
2440016;LISINOPRIL GEN TBL 10MG;30;ST
2440022;LISINOPRIL GEN TBL 20MG;30;ST
2440140;ELIDEL CR 1%;15;G
2440157;ELIDEL CR 1%;30;G
2440542;NYZOC FTBL 20MG;30;ST
2440565;NYZOC FTBL 40MG;30;ST
2440648;EBIXA FTBL 10MG;28;ST
2440677;ALLERNON TBL 10MG;10;ST
2440683;ALLERNON TBL 10MG;30;ST
2440708;ASCALAN TBL 2MG;10;ST
2440714;ASCALAN TBL 2MG;28;ST
2440720;ASCALAN TBL 4MG;28;ST
2440737;ASCALAN TBL 8MG;28;ST
2440743;PRAM FTBL 10MG;14;ST
2440766;PRAM FTBL 10MG;28;ST
2440772;PRAM FTBL 20MG;14;ST
2440789;PRAM FTBL 20MG;28;ST
2440795;PRAM FTBL 40MG;14;ST
2440803;PRAM FTBL 40MG;28;ST
2440861;SIMVASTATIN 1A FTBL 20MG;30;ST
2440878;SIMVASTATIN 1A FTBL 40MG;30;ST
2440909;SIMVASTAD FTBL 20MG;30;ST
2440915;SIMVASTAD FTBL 40MG;30;ST
2440921;PAROCETAN FTBL 20MG;14;ST
2440938;PAROCETAN FTBL 20MG;28;ST
2441033;LISIHEXAL TBL  5MG;30;ST
2441056;LISIHEXAL TBL 10MG;30;ST
2441062;LISIHEXAL TBL 20MG;30;ST
2441369;VIREAD FTBL 245MG;30;ST
2441406;CO-ENAC TBL;30;ST
2441429;PROTOPIC SLB 0,03%;10;G
2441435;PROTOPIC SLB 0,1%;10;G
2441493;CITALOPRAM ARC FTBL 10MG;14;ST
2441501;CITALOPRAM ARC FTBL 10MG;28;ST
2441518;CITALOPRAM ARC FTBL 20MG;14;ST
2441524;CITALOPRAM ARC FTBL 20MG;28;ST
2441547;COPEGUS FTBL 200MG;168;ST
2441843;IRESSA FTBL 250MG;30;ST
2441866;CISCUTAN KPS 10MG;30;ST
2441872;CISCUTAN KPS 20MG;30;ST
2442038;ALAPRIL TBL  5MG;30;ST
2442050;ALAPRIL TBL 10MG;30;ST
2442104;ALAPRIL TBL 20MG;30;ST
2442357;ARICEPT FTBL  5MG;7;ST
2442363;CIFLOX FTBL 250MG;10;ST
2442386;CIFLOX FTBL 250MG;20;ST
2442392;CIFLOX FTBL 500MG;10;ST
2442400;CIFLOX FTBL 500MG;20;ST
2442423;CETIRHEXAL FTBL 10MG;10;ST
2442446;CETIRHEXAL FTBL 10MG;30;ST
2442475;AMBROXOL 1A LSG 7,5MG/ML;100;ML
2442481;CITALOPRAM 1A FTBL 20MG;14;ST
2442570;REFOBACIN AU-TR;5;ML
2442587;FLUOXETIN GEN KPS 20MG;30;ST
2442601;THROMBOSTAD TBL 100MG;30;ST
2442624;ACETAZOLAMID AGE TBL;20;ST
2442788;ACTONEL FTBL 35MG +CALCIMAG;4;ST
2443003;RIVACOR FTBL PLUS;50;ST
2443032;RIVACOR FTBL PLUS FTE;50;ST
2443055;EBETREXAT TBL  5MG;20;ST
2443061;EBETREXAT TBL 10MG;10;ST
2443121;EUMITAN FTBL 2,5MG;2;ST
2443150;MEVIR TBL 125MG;7;ST
2443440;SIMVASTATIN ALT FTBL 20MG;30;ST
2443457;SIMVASTATIN ALT FTBL 40MG;30;ST
2443687;FORSTEO ILSG INJEKTOR 2,4ML;1;ST
2443747;SIMVASTATIN MER FTBL 20MG;30;ST
2443753;SIMVASTATIN MER FTBL 40MG;30;ST
2443799;ALPRASTAD TBL 0,5MG;20;ST
2443807;ALPRASTAD TBL 0,5MG;50;ST
2443813;ALPRASTAD TBL 1MG;20;ST
2443836;ALPRASTAD TBL 1MG;50;ST
2443842;BISOSTAD FTBL PLUS 5/12,5MG;20;ST
2443859;BISOSTAD FTBL PLUS 5/12,5MG;50;ST
2443919;FELODIPIN HEX RET FTBL 10MG;30;ST
2443931;OMEC HEX KPS 10MG;28;ST
2443948;OMEC HEX KPS 20MG;14;ST
2443954;OMEC HEX KPS 20MG;28;ST
2443960;OMEC HEX KPS 40MG;14;ST
2443977;OMEC HEX KPS 40MG;28;ST
2444037;OMEPRAZOL 1A KPS 10MG;28;ST
2444043;OMEPRAZOL 1A KPS 20MG;14;ST
2444066;OMEPRAZOL 1A KPS 20MG;28;ST
2444072;OMEPRAZOL 1A KPS 40MG;14;ST
2444089;OMEPRAZOL 1A KPS 40MG;28;ST
2444184;CONCERTA RET TBL 18MG;30;ST
2444190;CONCERTA RET TBL 36MG;30;ST
2444215;CETIRIZIN GEN FTBL 10MG;10;ST
2444221;CETIRIZIN GEN FTBL 10MG;30;ST
2444356;ACICLOVIR 1A TBL 200MG;25;ST
2444379;ACICLOVIR 1A TBL 400MG;60;ST
2444385;ACICLOVIR 1A TBL 800MG;35;ST
2444416;PAROXETIN 1A FTBL 20MG;14;ST
2444451;LOVASTATIN HEX TBL 20MG;30;ST
2444563;TRITACE TBL  1,25MG;28;ST
2444586;TRITACE TBL  2,5MG;28;ST
2444592;TRITACE TBL  5MG;28;ST
2444988;AMBROXOL 1A LSG 7,5MG/ML;50;ML
2444994;LISINOPRIL 1A TBL  5MG;30;ST
2445002;LISINOPRIL 1A TBL 10MG;30;ST
2445019;LISINOPRIL 1A TBL 20MG;30;ST
2445605;MESAGRAN RET GRAN 1000MG BTL;50;ST
2445611;MESAGRAN RET GRAN 1000MG BTL;100;ST
2446094;IVOR 0,2ML IJLSG FSPR 2500IE;6;ST
2446102;IVOR 0,2ML IJLSG FSPR 2500IE;10;ST
2446125;IVOR 0,2ML IJLSG FSPR 3500IE;6;ST
2446131;IVOR 0,2ML IJLSG FSPR 3500IE;10;ST
2446220;FLUOXETIN GEN TBL 20MG;30;ST
2446237;CITALOPRAM GEN FTBL 10MG;14;ST
2446243;CITALOPRAM GEN FTBL 10MG;30;ST
2446266;CITALOPRAM GEN FTBL 20MG;14;ST
2446272;CITALOPRAM GEN FTBL 20MG;30;ST
2446438;CARVEDILOL HEX TBL  6,25MG;30;ST
2446444;CARVEDILOL HEX TBL 12,5MG;30;ST
2446450;CARVEDILOL HEX TBL 25MG;30;ST
2446467;CITALOPRAM HEX FTBL 30MG;14;ST
2446473;CITALOPRAM HEX FTBL 30MG;30;ST
2446496;CITALOPRAM HEX FTBL 40MG;14;ST
2446504;CITALOPRAM HEX FTBL 40MG;30;ST
2446533;ENALAPRIL ARC CP TBL;30;ST
2446556;CARVEDILOL 1A TBL  6,25MG;30;ST
2446562;CARVEDILOL 1A TBL 12,5MG;30;ST
2446579;CARVEDILOL 1A TBL 25MG;30;ST
2446585;FLUCONAZOL 1A KPS 150MG;2;ST
2446591;FLUCONAZOL 1A KPS 150MG;4;ST
2446616;FLUCONAZOL 1A KPS 200MG;7;ST
2446622;CO-ENALAPRIL TBL 20/12,5MG;30;ST
2446639;PAROXETIN 1A FTBL 20MG;30;ST
2446651;SOLIAN FTBL 400MG;50;ST
2446668;SOLIAN FTBL 400MG;100;ST
2446697;SOLIAN TR 100MG/ML;60;ML
2446740;REMICADE PLV ILSG 100MG;3;ST
2446869;MYCOSTATIN ZINKOXID PST;50;G
2446881;AMPHOMORONAL LTBL;50;ST
2446941;UDIMA KPS 50MG;10;ST
2446958;UDIMA KPS 50MG;30;ST
2447030;HEPATECT CP 50IE/ML DFL  2ML;1;ST
2447047;HEPATECT CP 50IE/ML DFL 10ML;1;ST
2447142;MIRTABENE FTBL 30MG;30;ST
2447159;OFLOXACIN STAD FTBL 200MG;10;ST
2447165;OFLOXACIN STAD FTBL 200MG;20;ST
2447188;SYMBICORT TURBOH.320 FTE 60;1;ST
2447202;GABADAL KPS 300MG;100;ST
2447308;ETALPHA LEO KPS 0,25MCG;30;ST
2447314;ETALPHA LEO KPS 0,25MCG;100;ST
2447320;ETALPHA LEO KPS 1MCG;30;ST
2447337;ETALPHA LEO KPS 1MCG;100;ST
2447366;ABILIFY TBL 10MG;28;ST
2447389;ABILIFY TBL 15MG;28;ST
2447455;LOVASTATIN ALT TBL 20MG;30;ST
2447461;CARVEDILOL HEX TBL  3,125MG;30;ST
2447478;CARVEDILOL HEX TBL 50MG;30;ST
2447484;LISIHEXAL COMB TBL;30;ST
2447946;SIMVASTATIN INT FTBL 20MG;30;ST
2448006;DIFLUZOL KPS 150MG;1;ST
2448012;DIFLUZOL KPS 150MG;2;ST
2448029;DIFLUZOL KPS 150MG;4;ST
2448130;VOLON TBL 4MG;10;ST
2448271;HEPSERA TBL 10MG;30;ST
2448302;ACTOS TBL 45MG;28;ST
2448360;OSPAMOX PLV OR SUS 250MG;100;ML
2448377;OSPAMOX PLV OR SUS 500MG;100;ML
2448443;OLMETEC FTBL 10MG;28;ST
2448466;OLMETEC FTBL 20MG;28;ST
2448472;OLMETEC FTBL 40MG;28;ST
2448489;RELESTAT AU-TR 0,5MG/ML;5;ML
2448555;FABRAZYME PLV  5MG DFL;1;ST
2448673;NEORECORMON FSPR 30000/0,6ML;4;ST
2448727;EZETROL TBL;30;ST
2448733;ILOMEDIN ILSG 10MCG/0,5ML;5;ST
2448957;DIABETEX FTBL 1000MG;20;ST
2448963;DIABETEX FTBL 1000MG;60;ST
2448986;DIABETEX FTBL  500MG;40;ST
2448992;DIABETEX FTBL  500MG;200;ST
2449000;OVITRELLE 250MCG FSPR;1;ST
2449135;ROXITHROMYCIN GEN FTBL 300MG;7;ST
2449193;CARVEDILOL ALT TBL  6,25MG;30;ST
2449230;CARVEDILOL ALT TBL 12,5MG;30;ST
2449282;CARVEDILOL ALT TBL 25MG;30;ST
2449460;LEVEMIR PENFILL 100E/ML 3ML;5;ST
2449477;LEVEMIR FLEXPEN 100E/ML 3ML;5;ST
2449572;MIRTARON FTBL 30MG;30;ST
2449684;AMPHOMORONAL SUS;30;ML
2449690;AMPHOMORONAL SUS;50;ML
2449827;FELODISTAD RET FTBL 5MG;30;ST
2449833;LOVASTATIN STAD TBL 20MG;30;ST
2449856;LEVOCAR RET TBL 200/50MG;30;ST
2449862;LEVOCAR RET TBL 200/50MG;100;ST
2449974;BONDRONAT IKONZ DFL 6MG;1;ST
2449980;BONDRONAT FTBL 50MG;28;ST
2450026;YOMOGI KPS;10;ST
2450084;TRAMUNDAL FTBL 50MG;10;ST
2450090;TRAMUNDAL FTBL 50MG;30;ST
2450150;AMLODIPIN GEN TBL  5MG;30;ST
2450167;AMLODIPIN GEN TBL 10MG;30;ST
2450173;CITALOPRAM HEX FTBL 20MG;14;ST
2450204;CITALOPRAM HEX FTBL 20MG;30;ST
2450233;FORLAX PLV 10G           BTL;10;ST
2450397;LORATADIN ALT TBL 10MG;10;ST
2450405;LORATADIN ALT TBL 10MG;30;ST
2450517;COMPENSAN RET FTBL 100MG;10;ST
2450523;COMPENSAN RET FTBL 100MG;30;ST
2450546;COMPENSAN RET FTBL 300MG;10;ST
2450552;COMPENSAN RET FTBL 300MG;30;ST
2450606;GLIVEC FTBL 400MG;30;ST
2450641;EMEND HARTKPS  80MG;2;ST
2450664;CO-DIOVAN FTBL 160/12,5 FTE;28;ST
2450776;LISINOPRIL RTP/HCT TBL;30;ST
2450782;LISINOPRIL RTP/HCT TBL MTE;30;ST
2450799;LISINOPRIL RTP/HCT TBL SEMI;30;ST
2450807;RAMIPRIL HEX TBL  1,25MG;30;ST
2450813;RAMIPRIL HEX TBL  2,5MG;30;ST
2450836;RAMIPRIL HEX TBL  5MG;30;ST
2450842;RAMIPRIL HEX TBL  7,5MG;30;ST
2450859;RAMIPRIL HEX TBL 10MG;30;ST
2450865;RAMIPRIL 1A TBL  1,25MG;30;ST
2450871;RAMIPRIL 1A TBL  2,5MG;30;ST
2450888;RAMIPRIL 1A TBL  5MG;30;ST
2450894;RAMIPRIL 1A TBL  7,5MG;30;ST
2450902;RAMIPRIL 1A TBL 10MG;30;ST
2451178;MENCORD FTBL 10MG;28;ST
2451184;MENCORD FTBL 20MG;28;ST
2451190;MENCORD FTBL 40MG;28;ST
2451327;VOLON-A TKT;30;ML
2451439;ZAVESCA KPS (BEST.PLA);84;ST
2451563;MIXTARD 30 INNOLET 3ML;5;ST
2451586;INSULATARD FLEXPEN 3ML;5;ST
2451652;ACTRAPID PENFILL 3ML;5;ST
2451669;INSULATARD PENFILL 3ML;5;ST
2451712;MIXTARD 50 PENFILL 3ML;5;ST
2451801;RAMIPRIL HEX/HCT 2,5/12,5MG;30;ST
2451818;RAMIPRIL HEX/HCT 5/25MG;30;ST
2451824;RAMIPRIL 1A/HCT 2,5/12,5MG;30;ST
2451830;RAMIPRIL 1A/HCT 5/25MG;30;ST
2451936;CITALOPRAM RTP FTBL 10MG;30;ST
2451942;CITALOPRAM RTP FTBL 20MG;30;ST
2452137;FELICIUM TBL 20MG;14;ST
2452143;FELICIUM TBL 20MG;28;ST
2452195;RAMIPRIL INT TBL  2,5MG;28;ST
2452226;RAMIPRIL INT TBL  5MG;28;ST
2452261;RAMIPRIL INT TBL 10MG;28;ST
2452284;RAMIPRIL INT/HCT 5/25MG;28;ST
2452321;RESTEX RET KPS;20;ST
2452338;RESTEX RET KPS;50;ST
2452344;RESTEX TBL;20;ST
2452350;RESTEX TBL;50;ST
2452539;OMEPRAZOL RTP MSR KPS 20MG;14;ST
2452545;OMEPRAZOL RTP MSR KPS 20MG;28;ST
2452574;GONAL F  300IE/0,5ML INJEKT;1;ST
2452580;GONAL F  450IE/0,75ML INJEKT;1;ST
2452597;GONAL F  900IE/1,5ML INJEKT;1;ST
2452605;SIMVASTATIN SAN FTBL 20MG;30;ST
2452611;SIMVASTATIN SAN FTBL 40MG;30;ST
2452628;LISINOPRIL INT/HCT 20/12,5MG;28;ST
2452634;LISINOPRIL INT/HCT 20/25MG;28;ST
2452717;VOLON-A TKT;10;ML
2452812;REYATAZ HARTKPS 200MG;60;ST
2453094;FOSAMAX TBL 70MG+KOMBIK.KTBL;4;ST
2453102;CERTICAN TBL 0,5MG;60;ST
2453119;CERTICAN TBL 0,75MG;60;ST
2453378;CITALOPRAM GEN FTBL 40MG;14;ST
2453384;CITALOPRAM GEN FTBL 40MG;30;ST
2453390;TELZIR FTBL 700MG;60;ST
2453473;PAROXAT HEX FTBL 20MG;30;ST
2453496;PAROXAT HEX FTBL 40MG;30;ST
2453728;ACELISINO CP TBL SEMI;30;ST
2453734;ACELISINO CP TBL MTE;30;ST
2453740;ACELISINO CP TBL FTE;30;ST
2453881;CERTICAN TBL SUS 0,25MG;60;ST
2454082;ABILIFY TBL 10MG;14;ST
2454099;ABILIFY TBL 15MG;14;ST
2454515;DOXAZOSIN 1A TBL 2MG;30;ST
2454521;DOXAZOSIN 1A TBL 4MG;30;ST
2454538;DOXAZOSIN HEX TBL 2MG;30;ST
2454544;DOXAZOSIN HEX TBL 4MG;30;ST
2454610;RAMIPRIL SAN TBL  1,25MG;30;ST
2454627;RAMIPRIL SAN TBL  2,5MG;30;ST
2454633;RAMIPRIL SAN TBL  5MG;30;ST
2454656;RAMIPRIL SAN TBL 10MG;30;ST
2454679;MAXI-KALZ VIT.D3 KTBL 400IE;60;ST
2454691;LISINOCOMP GEN TBL SEMI;30;ST
2454716;LISINOCOMP GEN TBL MTE;30;ST
2454722;LISINOCOMP GEN TBL;30;ST
2454780;COPAXONE IJLSG 20MG/ML;28;ST
2454805;ASS HEX TBL 100MG;30;ST
2454811;ASS HEX TBL 100MG;100;ST
2454900;CENIPRES TBL 10/20MG;30;ST
2455124;DOXAZOSIN 1A TBL 2MG;10;ST
2455130;DOXAZOSIN HEX TBL 2MG;10;ST
2455147;APO-GO AMP 10MG/ML 5ML;5;ST
2455331;DEPAKINE CHR.RET GRAN  50MG;50;ST
2455377;DEPAKINE CHR.RET GRAN 250MG;50;ST
2455408;DEPAKINE CHR.RET GRAN 500MG;50;ST
2455489;NUTROPINAQ 10MG/2ML ILSG;1;ST
2455495;NUTROPINAQ 10MG/2ML ILSG;6;ST
2455503;KREON KPS 40.000;50;ST
2455667;ITRABENE KPS;4;ST
2455673;ITRABENE KPS DERMIS;28;ST
2455696;ITRABENE KPS;14;ST
2455733;UROCARD TBL 2MG;14;ST
2455756;UROCARD TBL 2MG;28;ST
2455762;UROCARD TBL 5MG;28;ST
2455816;CLINDAMYCIN MIP FTBL 300MG;16;ST
2455822;CLINDAMYCIN MIP FTBL 600MG;16;ST
2455839;CLINDAMYCIN MIP FTBL 600MG;32;ST
2455897;INKONTAN FTBL 15MG;20;ST
2455905;INKONTAN FTBL 15MG;50;ST
2455911;INKONTAN FTBL 30MG;20;ST
2455928;INKONTAN FTBL 30MG;50;ST
2456046;GABAPENTIN ARC HARTKPS 300MG;100;ST
2456052;GABAPENTIN ARC HARTKPS 400MG;100;ST
2456069;LYRICA HARTKPS  25MG;14;ST
2456075;LYRICA HARTKPS  25MG;56;ST
2456081;LYRICA HARTKPS  75MG;14;ST
2456098;LYRICA HARTKPS  75MG;56;ST
2456106;LYRICA HARTKPS 150MG;14;ST
2456112;LYRICA HARTKPS 150MG;56;ST
2456129;LYRICA HARTKPS 300MG;14;ST
2456135;LYRICA HARTKPS 300MG;56;ST
2456365;CETIRIZIN SAN FTBL 10MG;10;ST
2456371;CETIRIZIN SAN FTBL 10MG;30;ST
2456514;MYFORTIC MSR FTBL 180MG;120;ST
2456520;MYFORTIC MSR FTBL 360MG;120;ST
2456804;LISIHEXAL COMB TBL MTE;30;ST
2456810;LISIHEXAL COMB TBL SEMI;30;ST
2456945;RAMIPRIL GEN KPS  5MG;30;ST
2456951;RAMIPRIL GEN KPS 10MG;30;ST
2456980;REPLAGAL 1MG/ML DFL 3,5ML;4;ST
2457100;AMLODINOVA TBL 10MG;30;ST
2457235;AZATHIOPRIN HEX FTBL 50MG;50;ST
2457318;LISINOPRIL ARC CP TBL 20MG;28;ST
2457821;LYRICA HARTKPS  25MG;21;ST
2457838;LYRICA HARTKPS  25MG;84;ST
2457844;LYRICA HARTKPS  50MG;21;ST
2457850;LYRICA HARTKPS  50MG;84;ST
2457867;LYRICA HARTKPS 100MG;21;ST
2457873;LYRICA HARTKPS 100MG;84;ST
2457896;LYRICA HARTKPS 200MG;21;ST
2457904;LYRICA HARTKPS 200MG;84;ST
2458080;CO-LISINOSTAD TBL 10/12,5MG;30;ST
2458097;CO-LISINOSTAD TBL 20/12,5MG;30;ST
2458447;FLUCONAZOL GEN KPS 150MG;2;ST
2458453;FLUCONAZOL GEN KPS 150MG;4;ST
2458588;SOLARAZE 3% GEL;25;G
2458683;LANNAPRIL KPS  5MG;30;ST
2458708;LANNAPRIL KPS 10MG;30;ST
2458737;GIONA EASYH.INHAL PLV 200MCG;200;HB
2458743;GIONA EASYH.INHAL PLV 400MCG;100;HB
2458766;XICLAV TRSFT DUO 457MG/5ML;70;ML
2458772;XICLAV TRSFT DUO 457MG/5ML;140;ML
2458878;MIRTAZAPIN ALT FTBL 30MG;30;ST
2458884;CLINDAMYCIN 1A FTBL 450MG;12;ST
2458890;CLINDAMYCIN 1A FTBL 450MG;30;ST
2458909;CLINDAMYCIN 1A FTBL 600MG;12;ST
2458915;CLINDAMYCIN 1A FTBL 600MG;30;ST
2458944;PRAVASTATIN 1A TBL 20MG;30;ST
2459027;PRAVASTATIN HEX TBL 20MG;30;ST
2459642;LYSODREN TBL 500MG;100;ST
2459843;RAMIPRIL GEN TBL  2,5MG;30;ST
2459866;RAMIPRIL GEN TBL  5MG;30;ST
2459872;RAMIPRIL GEN TBL 10MG;30;ST
2459889;RAMICOMP GEN TBL MTE;30;ST
2459895;RAMICOMP GEN TBL;30;ST
2459949;EMTRIVA HARTKPS 200MG;30;ST
2459955;MIDANE DRG;21;ST
2460007;THROMBOREDUCTIN KPS 0,5MG;42;ST
2460088;DEHACE RET FTBL  60MG;10;ST
2460094;DEHACE RET FTBL  60MG;30;ST
2460102;DEHACE RET FTBL  60MG;60;ST
2460119;DEHACE RET FTBL  90MG;10;ST
2460125;DEHACE RET FTBL  90MG;30;ST
2460131;DEHACE RET FTBL  90MG;60;ST
2460148;DEHACE RET FTBL 120MG;10;ST
2460154;DEHACE RET FTBL 120MG;30;ST
2460160;DEHACE RET FTBL 120MG;60;ST
2460177;GABAPENTIN RTP FTBL 600MG;100;ST
2460183;GABAPENTIN RTP FTBL 800MG;100;ST
2460208;LANNAPRIL TBL  2,5MG;30;ST
2460214;LANNAPRIL TBL  5MG;30;ST
2460220;LANNAPRIL TBL 10MG;30;ST
2460237;LANNAPRIL PLUS TBL;30;ST
2460243;LANNAPRIL PLUS FTE TBL;30;ST
2460450;PANCHOL TBL 20MG;30;ST
2460467;PANCHOL TBL 40MG;30;ST
2460527;TEVETEN PLUS FTBL;28;ST
2460556;RAMIPRIL RTP TBL  2,5MG;30;ST
2460562;RAMIPRIL RTP TBL  5MG;30;ST
2460579;RAMIPRIL RTP TBL 10MG;30;ST
2460585;RAMIPRIL RTP/HCT  2,5/12,5;30;ST
2460591;RAMIPRIL RTP/HCT 5/25MG;30;ST
2460639;CITALOSTAD FTBL 10MG;30;ST
2460651;CITALOSTAD FTBL 20MG;30;ST
2460674;CITALOSTAD FTBL 40MG;30;ST
2460680;CARVEDILOL STAD TBL  6,25MG;30;ST
2460697;CARVEDILOL STAD TBL 12,5MG;30;ST
2460705;CARVEDILOL STAD TBL 25MG;30;ST
2461030;MIRTABENE RTP FTBL 45MG;30;ST
2461076;MELOXICAM INT TBL 15MG;10;ST
2461082;MELOXICAM INT TBL 15MG;30;ST
2461099;FERRIPROX FTBL 500MG;100;ST
2461194;PRAVASTATIN SAN TBL 20MG;30;ST
2461202;PRAVASTATIN SAN TBL 40MG;30;ST
2461225;RENISTAD TBL  5MG;30;ST
2461308;LANSOBENE KPS 30MG;7;ST
2461314;LANSOBENE KPS 30MG;14;ST
2461343;REBETOL LSG 40MG/ML;100;ML
2461538;FLUX HEX TABS TBL 20MG;30;ST
2461544;FLUX HEX TABS TBL 40MG;30;ST
2461550;FLUX KPS 20MG;30;ST
2461567;FLUOXETIN 1A KPS 20MG;30;ST
2461828;BUDIAIR DOSAER 0,2MG JET;1;ST
2461892;INSPRA FTBL 25MG;10;ST
2461900;INSPRA FTBL 25MG;30;ST
2461917;INSPRA FTBL 50MG;10;ST
2461923;INSPRA FTBL 50MG;30;ST
2462006;MIMPARA FTBL 30MG;28;ST
2462012;MIMPARA FTBL 60MG;28;ST
2462029;MIMPARA FTBL 90MG;28;ST
2462035;PRAVASTATIN 1A TBL 30MG;30;ST
2462041;PRAVASTATIN 1A TBL 40MG;30;ST
2462058;PRAVASTATIN HEX TBL 30MG;30;ST
2462064;PRAVASTATIN HEX TBL 40MG;30;ST
2462213;MIRTEL FTBL 30MG;30;ST
2462236;MIRTEL FTBL 45MG;30;ST
2462414;ANTIFLAT KTBL;30;ST
2462420;ANTIFLAT KTBL;50;ST
2462443;ANTIFLAT TR;50;ML
2462638;GABADAL FTBL 600MG;100;ST
2462911;LANSOBENE KPS 15MG;28;ST
2463023;SERTRALIN HEX FTBL  50MG;10;ST
2463046;SERTRALIN HEX FTBL  50MG;30;ST
2463052;SERTRALIN HEX FTBL 100MG;10;ST
2463069;SERTRALIN HEX FTBL 100MG;30;ST
2463224;ZOLPIDEM HEX FTBL 10MG;10;ST
2463247;KIVEXA FTBL;30;ST
2463477;SERTRALIN 1A FTBL  50MG;10;ST
2463483;SERTRALIN 1A FTBL  50MG;30;ST
2463649;NOVOLIZER BUDESO.200MCG+INHA;200;HB
2463655;NOVOLIZER BUDESO.200MCG PATR;200;HB
2463678;CO-DIOVAN FTBL 160/25 FTSS;28;ST
2463767;METFORMIN RTP FTBL 1000MG;60;ST
2463773;CLARITHROMYCIN SAN GRAN 125;70;ML
2463796;CLARITHROMYCIN SAN GRAN 250;70;ML
2463827;REMINYL RET KPS  8MG;7;ST
2463833;REMINYL RET KPS  8MG;28;ST
2463856;REMINYL RET KPS 16MG;28;ST
2463862;REMINYL RET KPS 24MG;28;ST
2463885;BALNEUM-HERMAL BADEZUS.   BP;400;ML
2463916;BALNEUM-HERMAL-PLUS POLI. BP;400;ML
2464347;RAMIPRIL RTP TBL  2,5MG;10;ST
2464353;RAMIPRIL RTP TBL  5MG;10;ST
2464376;RAMIPRIL RTP TBL 10MG;10;ST
2464382;ARCOXIA FTBL  60MG;7;ST
2464407;ARCOXIA FTBL  90MG;7;ST
2464442;INEGY TBL 10/10MG;30;ST
2464459;INEGY TBL 10/20MG;30;ST
2464554;THIAMAZOL SAN TBL 20MG;20;ST
2464560;THIAMAZOL SAN TBL 20MG;50;ST
2464577;EUMITAN FTBL 2,5MG;6;ST
2465111;OMEPRAZOL RTP MSR KPS 10MG;28;ST
2465128;OMEPRAZOL RTP MSR KPS 40MG;14;ST
2465134;OMEPRAZOL RTP MSR KPS 40MG;28;ST
2465424;LAEVOLAC LACT KONZ LSG PET;134;G
2465430;LAEVOLAC LACT KONZ LSG PET;670;G
2465476;AMLODIPIN INT TBL  5MG;30;ST
2465482;AMLODIPIN INT TBL 10MG;30;ST
2465631;GEROLAMIC TBL LSL   5MG;30;ST
2465654;GEROLAMIC TBL LSL  25MG;30;ST
2465677;GEROLAMIC TBL LSL  50MG;30;ST
2465878;TORASEMID HEX TBL  2,5MG;30;ST
2465884;TORASEMID HEX TBL  5MG;30;ST
2465890;TORASEMID HEX TBL 10MG;30;ST
2465909;TORASEMID HEX TBL 20MG;30;ST
2465938;METOHEXAL RET FTBL 142,5MG;30;ST
2465944;METOHEXAL RET FTBL 190MG;30;ST
2466197;VOLON-A 10MG AMP;5;ST
2466240;NEOIMMUN LSG 100MG/ML;50;ML
2466263;LANSOBENE KPS 30MG;28;ST
2466429;MIRTAZAPIN SAN FTBL 15MG;30;ST
2466441;MIRTAZAPIN SAN FTBL 30MG;30;ST
2466470;MIRTAZAPIN SAN FTBL 45MG;30;ST
2466607;URO-VAXOM KPS;30;ST
2466659;CITALOPRAM SAN FTBL 10MG;30;ST
2466665;CITALOPRAM SAN FTBL 20MG;30;ST
2466671;CITALOPRAM SAN FTBL 40MG;14;ST
2466688;CITALOPRAM SAN FTBL 40MG;30;ST
2466978;DICLOFENAC 1A AKUT LSB TBL;20;ST
2467009;PRAVASTATIN GEN FTBL 20MG;30;ST
2467021;PRAVASTATIN GEN FTBL 40MG;30;ST
2467328;ZONEGRAN HKPS  25MG;28;ST
2467340;ZONEGRAN HKPS  50MG;28;ST
2467386;ZONEGRAN HKPS 100MG;28;ST
2467400;ZONEGRAN HKPS 100MG;98;ST
2467481;LAMOTRIGIN STAD TBL LSL  25;30;ST
2467498;LAMOTRIGIN STAD TBL LSL  50;30;ST
2467535;APTIVUS WKPS 250MG;120;ST
2467564;BLOPRESS TBL 32MG;28;ST
2467653;METOHEXAL RET FTBL  23,75MG;10;ST
2467676;METOHEXAL RET FTBL  23,75MG;30;ST
2467682;METOHEXAL RET FTBL  47,5MG;10;ST
2467699;METOHEXAL RET FTBL  47,5MG;30;ST
2467707;METOHEXAL RET FTBL  95MG;10;ST
2467713;METOHEXAL RET FTBL  95MG;30;ST
